	Subcorpus	Type of Article	Article	Teil	WordsN	NounsN
216	economics_intros		The-confounding-effect-of-cost-stickiness-on-c_2016_Journal-of-Accounting-an.txt	<Intro>	2013.0	671.0
217	economics_intros		The-confounding-effect-of-cost-stickiness-on-c_2016_Journal-of-Accounting-an.txt	<Middle>	4116.0	1177.0
218	economics_intros		The-confounding-effect-of-cost-stickiness-on-c_2016_Journal-of-Accounting-an.txt	<Conclusion>	763.0	253.0
219	economics_intros		The-effect-of-voluntary-disclosure-on-stock-liquid_2017_Journal-of-Accountin.txt	<Intro>	3513.0	1134.0
220	economics_intros		The-effect-of-voluntary-disclosure-on-stock-liquid_2017_Journal-of-Accountin.txt	<Middle>	6368.0	2000.0
221	economics_intros		The-effect-of-voluntary-disclosure-on-stock-liquid_2017_Journal-of-Accountin.txt	<Conclusion>	313.0	117.0
222	economics_intros		The-effects-of-bank-mergers-on-corporate-infor_2017_Journal-of-Accounting-an.txt	<Intro>	3386.0	1075.0
223	economics_intros		The-effects-of-bank-mergers-on-corporate-infor_2017_Journal-of-Accounting-an.txt	<Middle>	6385.0	1885.0
224	economics_intros		The-effects-of-bank-mergers-on-corporate-infor_2017_Journal-of-Accounting-an.txt	<Conclusion>	212.0	78.0
225	economics_intros		The-Effects-of-Regulated-Facilities--Perceptions-About-the-Ef_2017_Ecologica.txt	<Intro>	1969.0	633.0
226	economics_intros		The-Effects-of-Regulated-Facilities--Perceptions-About-the-Ef_2017_Ecologica.txt	<Middle>	3490.0	1078.0
227	economics_intros		The-Effects-of-Regulated-Facilities--Perceptions-About-the-Ef_2017_Ecologica.txt	<Conclusion>	767.0	261.0
228	economics_intros		The-evolution-of-10-K-textual-disclosure--Evidence_2017_Journal-of-Accountin.txt	<Intro>	2946.0	825.0
229	economics_intros		The-evolution-of-10-K-textual-disclosure--Evidence_2017_Journal-of-Accountin.txt	<Middle>	7160.0	1983.0
230	economics_intros		The-evolution-of-10-K-textual-disclosure--Evidence_2017_Journal-of-Accountin.txt	<Conclusion>	674.0	206.0
231	economics_intros		The-general-equilibrium-costs-and-impacts-of-oil-price-shock_2017_Energy-Eco.txt	<Intro>	1194.0	381.0
232	economics_intros		The-general-equilibrium-costs-and-impacts-of-oil-price-shock_2017_Energy-Eco.txt	<Middle>	4140.0	1272.0
233	economics_intros		The-general-equilibrium-costs-and-impacts-of-oil-price-shock_2017_Energy-Eco.txt	<Conclusion>	922.0	270.0
234	economics_intros		The-impact-of-a-household-biogas-programme-on-energy-use-an_2017_Energy-Econ.txt	<Intro>	1911.0	551.0
235	economics_intros		The-impact-of-a-household-biogas-programme-on-energy-use-an_2017_Energy-Econ.txt	<Middle>	5141.0	1477.0
236	economics_intros		The-impact-of-a-household-biogas-programme-on-energy-use-an_2017_Energy-Econ.txt	<Conclusion>	553.0	159.0
237	economics_intros		The-Influence-of-Political-Orientation-on-the-Strength-and-_2017_Ecological-.txt	<Intro>	2358.0	721.0
238	economics_intros		The-Influence-of-Political-Orientation-on-the-Strength-and-_2017_Ecological-.txt	<Middle>	4354.0	1316.0
239	economics_intros		The-Influence-of-Political-Orientation-on-the-Strength-and-_2017_Ecological-.txt	<Conclusion>	978.0	318.0
240	economics_intros		The-information-role-of-audit-opinions-in-de_2016_Journal-of-Accounting-and-.txt	<Intro>	3425.0	1126.0
241	economics_intros		The-information-role-of-audit-opinions-in-de_2016_Journal-of-Accounting-and-.txt	<Middle>	4507.0	1363.0
242	economics_intros		The-information-role-of-audit-opinions-in-de_2016_Journal-of-Accounting-and-.txt	<Conclusion>	469.0	161.0
243	economics_intros		The-real-effects-of-mandated-information-on-social-resp_2017_Journal-of-Acco.txt	<Intro>	2085.0	620.0
244	economics_intros		The-real-effects-of-mandated-information-on-social-resp_2017_Journal-of-Acco.txt	<Middle>	6333.0	1829.0
245	economics_intros		The-real-effects-of-mandated-information-on-social-resp_2017_Journal-of-Acco.txt	<Conclusion>	576.0	166.0
246	economics_intros		The-relation-between-earnings-based-measures-in-firm-_2016_Journal-of-Accoun.txt	<Intro>	3674.0	1335.0
247	economics_intros		The-relation-between-earnings-based-measures-in-firm-_2016_Journal-of-Accoun.txt	<Middle>	5509.0	1683.0
248	economics_intros		The-relation-between-earnings-based-measures-in-firm-_2016_Journal-of-Accoun.txt	<Conclusion>	446.0	184.0
249	economics_intros		The-Relevance-of-Complementarities-in-the-Study-of-the-Economic_2017_Ecologi.txt	<Intro>	2651.0	699.0
250	economics_intros		The-Relevance-of-Complementarities-in-the-Study-of-the-Economic_2017_Ecologi.txt	<Middle>	2859.0	683.0
251	economics_intros		The-Relevance-of-Complementarities-in-the-Study-of-the-Economic_2017_Ecologi.txt	<Conclusion>	1095.0	281.0
252	economics_intros		The-short-and-long-run-causality-relationship-among-economic-gro_2017_Energy.txt	<Intro>	2029.0	631.0
253	economics_intros		The-short-and-long-run-causality-relationship-among-economic-gro_2017_Energy.txt	<Middle>	1606.0	460.0
254	economics_intros		The-short-and-long-run-causality-relationship-among-economic-gro_2017_Energy.txt	<Conclusion>	3752.0	1020.0
255	economics_intros		The-strategic-robustness-of-oligopoly-electricity-market_2017_Energy-Economi.txt	<Intro>	1384.0	439.0
256	economics_intros		The-strategic-robustness-of-oligopoly-electricity-market_2017_Energy-Economi.txt	<Middle>	3795.0	927.0
257	economics_intros		The-strategic-robustness-of-oligopoly-electricity-market_2017_Energy-Economi.txt	<Conclusion>	692.0	197.0
258	economics_intros		The-Trade-off-Between-Income-Inequality-and-Carbon-Diox_2017_Ecological-Econ.txt	<Intro>	2101.0	606.0
259	economics_intros		The-Trade-off-Between-Income-Inequality-and-Carbon-Diox_2017_Ecological-Econ.txt	<Middle>	2486.0	715.0
260	economics_intros		The-Trade-off-Between-Income-Inequality-and-Carbon-Diox_2017_Ecological-Econ.txt	<Conclusion>	350.0	97.0
261	economics_intros		Understanding-the-relation-between-accruals-and-vola_2016_Journal-of-Account.txt	<Intro>	3046.0	967.0
262	economics_intros		Understanding-the-relation-between-accruals-and-vola_2016_Journal-of-Account.txt	<Middle>	6095.0	1815.0
263	economics_intros		Understanding-the-relation-between-accruals-and-vola_2016_Journal-of-Account.txt	<Conclusion>	471.0	139.0
264	economics_intros		Volatility-spillovers-and-cross-hedging-between-gold--oil-and-_2017_Energy-E.txt	<Intro>	2686.0	803.0
265	economics_intros		Volatility-spillovers-and-cross-hedging-between-gold--oil-and-_2017_Energy-E.txt	<Middle>	4063.0	1171.0
266	economics_intros		Volatility-spillovers-and-cross-hedging-between-gold--oil-and-_2017_Energy-E.txt	<Conclusion>	533.0	176.0
267	economics_intros		Voluntary-disclosure-incentives--Evidence-from-t_2016_Journal-of-Accounting-.txt	<Intro>	3470.0	1120.0
268	economics_intros		Voluntary-disclosure-incentives--Evidence-from-t_2016_Journal-of-Accounting-.txt	<Middle>	4495.0	1462.0
269	economics_intros		Voluntary-disclosure-incentives--Evidence-from-t_2016_Journal-of-Accounting-.txt	<Conclusion>	240.0	75.0
270	economics_intros		When-does-the-bond-price-reaction-to-earnings-annou_2017_Journal-of-Accounti.txt	<Intro>	2482.0	803.0
271	economics_intros		When-does-the-bond-price-reaction-to-earnings-annou_2017_Journal-of-Accounti.txt	<Middle>	4909.0	1546.0
272	economics_intros		When-does-the-bond-price-reaction-to-earnings-annou_2017_Journal-of-Accounti.txt	<Conclusion>	225.0	87.0
273	economics_intros		When-does-the-peer-information-environment_2017_Journal-of-Accounting-and-Ec.txt	<Intro>	3451.0	1065.0
274	economics_intros		When-does-the-peer-information-environment_2017_Journal-of-Accounting-and-Ec.txt	<Middle>	8263.0	2363.0
275	economics_intros		When-does-the-peer-information-environment_2017_Journal-of-Accounting-and-Ec.txt	<Conclusion>	394.0	128.0
276	economics_intros		When-Patience-Leads-to-Destruction--The-Curious-Case-of-Indiv_2017_Ecologica.txt	<Intro>	1717.0	489.0
277	economics_intros		When-Patience-Leads-to-Destruction--The-Curious-Case-of-Indiv_2017_Ecologica.txt	<Middle>	5031.0	1483.0
278	economics_intros		When-Patience-Leads-to-Destruction--The-Curious-Case-of-Indiv_2017_Ecologica.txt	<Conclusion>	1597.0	482.0
279	economics_intros		Which-determinant-is-the-most-informative-in-forecasting-crude-_2017_Energy-.txt	<Intro>	2569.0	848.0
280	economics_intros		Which-determinant-is-the-most-informative-in-forecasting-crude-_2017_Energy-.txt	<Middle>	4037.0	1106.0
281	economics_intros		Which-determinant-is-the-most-informative-in-forecasting-crude-_2017_Energy-.txt	<Conclusion>	202.0	71.0
282	economics_intros		Wood-Extraction-Among-the-Households-of-Zege-Peninsula-_2017_Ecological-Econ.txt	<Intro>	1495.0	518.0
283	economics_intros		Wood-Extraction-Among-the-Households-of-Zege-Peninsula-_2017_Ecological-Econ.txt	<Middle>	1300.0	427.0
284	economics_intros		Wood-Extraction-Among-the-Households-of-Zege-Peninsula-_2017_Ecological-Econ.txt	<Conclusion>	3084.0	1022.0
